"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"20000620034119I","20-JUN-00","CAMBRIDGE","MA","","INCIDENT","","NORMAL CRUISE","BELL","BHT-206","BHT-206-B3","","OTHER","GENERAL OPERATING RULES","UNKNOWN","50Q","0","0","ALLSN","250C20B","250C","1","AIRLINE TRANSPORT","9586","3000","39",""
"20000625032349I","25-JUN-00","MANSFIELD","MA","MANSFIELD MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","LANCAIR","LC-4","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","4SX","0","0","CONT","TSIO550E","O550","1","COMMERCIAL PILOT","1370","1360","10",""
"20000712035249I","12-JUL-00","BEVERLY","MA","BEVERLY MUNI","INCIDENT","","NORMAL CRUISE","BEECH","BE-60","BE-60-A60","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","607LG","0","0","","","","2","COMMERCIAL PILOT FLIGHT INSTRUCTOR","","","",""
"20000725021759I","25-JUL-00","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","TAKEOFF GROUND ROLL","CESSNA","CE-402","CE-402-C","HYANNIS AIR SERVICE INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","88833","0","0","CONT","TSIO520VB","O520","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","","","",""
"20000810021899I","10-AUG-00","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MOONEY","M-20","M-20-J","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","96KS","0","0","","","","1","PRIVATE PILOT","450","300","15",""
"20000811027209I","11-AUG-00","NANTUCKET","MA","NANTUCKET MEMORIAL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-28","PA-28-181","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","8146A","0","0","LYC","O360*","O360","1","PRIVATE PILOT","","","",""
"20000821025499I","21-AUG-00","CHATHAM","MA","CHATHAM MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28","PA-28-236","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","3372M","0","0","","","","1","PRIVATE PILOT","800","200","35",""
"20000826025909I","26-AUG-00","MARSTON MILLS","MA","CAPE COD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-24","PA-24-250","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","7178P","0","0","LYC","O540*","O540","1","COMMERCIAL PILOT","11000","1000","25",""
"20001002029179I","02-OCT-00","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MOONEY","M-20","M-20-K","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","231NA","0","0","","","","1","PRIVATE PILOT","950","180","60",""
"20001002030299I","02-OCT-00","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","SAAB","340","B","AMERICAN EAGLE AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","263AE","0","0","","","","2","COMMERCIAL PILOT FLIGHT INSTRUCTOR","3534","1734","25",""
"20001022030779I","22-OCT-00","FITCHBURG","MA","","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-177","CE-177-RG","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","2760V","0","0","","","","1","COMMERCIAL PILOT","2564","67","5",""
"20001120022069I","20-NOV-00","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","BOEING","727","200","ATA AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","UNKNOWN","779AT","0","0","PWA","JT8D17","JT8","3","","","","",""
"20001221023399I","21-DEC-00","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-33","BE-33-F33A","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","1074W","0","0","","","","1","PRIVATE PILOT","650","400","35",""
"20010104000189I","04-JAN-01","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","STARTING ENGINES","BOEING","727","200","RYAN INTERNATIONAL AIRLINES INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","17773","0","0","PWA","JT8D1","JT8","3","","","","",""
"20010107000309I","07-JAN-01","PITTSFIELD","MA","PITTSFIELD MUNI","INCIDENT","","FINAL APPROACH","CESSNA","CE-172","CE-172-G","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","4676L","0","0","","","","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","","","",""
"20010129001489I","29-JAN-01","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-182","CE-182-S","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","888PD","0","0","LYC","IO540*","O540","1","PRIVATE PILOT","400","350","20",""
"20010203001499I","03-FEB-01","BEVERLY","MA","BEVERLY MUNI","INCIDENT","MINOR","GO ROUND (ABORTED VISUAL FLIGHT RULES)","PIPER","PA-28","PA-28-161","","INSTRUCTION","GENERAL OPERATING RULES","UNKNOWN","2159H","0","0","LYC","O320*","O320","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","700","550","140",""
"20010207002359I","07-FEB-01","NORWOOD","MA","NORWOOD MEMORIAL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28","PA-28-161","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","4299L","0","0","","","","1","PRIVATE PILOT","400","150","25",""
"20010303003559I","03-MAR-01","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","SUBSTANTIAL","TAKEOFF GROUND ROLL","MCDONNELL-DOUGLAS-BOEING","DC-10","10","FEDERAL EXPRESS CORP","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","UNKNOWN","375FE","0","0","","","","3","","","","",""
"20010309005739I","09-MAR-01","NORWOOD","MA","NORWOOD MEMORIAL","INCIDENT","MINOR","SIMULATED FORCED LANDING AUTOROTATION","HUGHES","HU-269","HU-269-C","","INSTRUCTION","GENERAL OPERATING RULES","NONE","269MG","0","0","CONT","IO360*","IO360","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","1990","450","10",""
"20010311004369I","11-MAR-01","BEVERLY","MA","BEVERLY MUNI","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-28","PA-28-161","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","2496X","0","0","","","","1","PRIVATE PILOT","60","30","501",""
"20010325006339I","25-MAR-01","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","","PRACTICE TRAINING MENEUVERS","PIPER","PA-28R","PA-28R-201","HANSCOM FLIGHT TRAINING","INSTRUCTION","GENERAL OPERATING RULES","UNKNOWN","2145M","0","0","","","","1","","","","",""
"20010328004379I","28-MAR-01","TAUNTON","MA","TAUNTON MUNI - KING FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","YAKOVLEV","YAK-52","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","52YB","0","0","","","","1","PRIVATE PILOT","146","31","31",""
"20010405006179I","05-APR-01","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","NORMAL CRUISE","SAAB","340","B","AMERICAN EAGLE AIRLINES INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","356SB","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","12200","11200","33",""
"20010409012799I","09-APR-01","","MA","","INCIDENT","","NORMAL CRUISE","GRUMAN","G-164","G-164-A","","INDUSTRIAL/SPECIAL","GENERAL OPERATING RULES","UNKNOWN","7867","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","2400","65","120",""
"20010413006349I","13-APR-01","NORWOOD","MA","NORWOOD MEMORIAL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28RT","PA-28RT-201","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","33CL","0","0","","","","1","PRIVATE PILOT","233","139","29",""
"20010512015199I","12-MAY-01","FITCHBURG","MA","FITCHBURG MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-28R","PA-28R-180","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","4635J","0","0","","","","1","PRIVATE PILOT","126","72","20",""
"20010603012209I","03-JUN-01","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","SAAB","340","B","AMERICAN EAGLE AIRLINES INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","","236AE","0","0","","","","2","","","","",""
"20010702016019I","02-JUL-01","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-182","CE-182-R","","INSTRUCTION","GENERAL OPERATING RULES","UNKNOWN","7311S","0","0","","","","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","8500","175","250",""
"20010703015999I","03-JUL-01","GREAT BARRINGTON","MA","WALTER J. KOLADZA","INCIDENT","MINOR","TAKEOFF GROUND ROLL","PIPER","PA-28","PA-28-140","","INSTRUCTION","GENERAL OPERATING RULES","NONE","44794","0","0","","","","1","STUDENT","28","28","11",""
"20010705019749I","05-JUL-01","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","","CESSNA","CE-172","CE-172-H","","INSTRUCTION","GENERAL OPERATING RULES","","4976R","0","0","CONT","O300D","O300","1","STUDENT","46","46","14",""
"20010728019469I","28-JUL-01","PITTSFIELD","MA","PITTSFIELD MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-152","","","INSTRUCTION","GENERAL OPERATING RULES","NONE","94688","0","0","LYC","O320*","O320","1","STUDENT","21","21","5","5"
"20010801020009I","01-AUG-01","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TAKEOFF GROUND ROLL","FAIRCHILD-DORNIER","328","300","ATLANTIC COAST JET INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","405FJ","0","0","PWA","PW306B","306","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","4560","1367","199",""
"20010810020499I","10-AUG-01","MARLBORO","MA","MARLBORO","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","CESSNA","CE-172","CE-172-M","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","9625Q","0","0","","","","1","PRIVATE PILOT","200","150","30",""
"20010823023681I","23-AUG-01","NORWOOD","MA","NORWOOD MEMORIAL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-28","PA-28-151","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","41983","0","0","","","","1","PRIVATE PILOT","130","40","10",""
"20010903023759I","03-SEP-01","MARTHAS VINEYARD","MA","MARTHAS VINEYARD","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-28","PA-28-181","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","80731","0","0","","","","1","PRIVATE PILOT","220","140","40",""
"20010903027749I","03-SEP-01","WESTFIELD","MA","BARNES MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","SOCATA","TB-20","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","78RL","0","0","LYC","IO540*","O540","1","PRIVATE PILOT","1000","840","60",""
"20011010027479I","10-OCT-01","MANSFIELD","MA","MANSFIELD MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MOONEY","M-20","M-20-J","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","5201N","0","0","CONT","IO360*","IO360","1","PRIVATE PILOT","4359","1000","40",""
"20011013029549I","13-OCT-01","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-402","CE-402-C","HYANNIS AIR SERVICE INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","6813J","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","3100","1600","240",""
"20011015029499I","15-OCT-01","TAUNTON","MA","TAUNTON MUNI - KING FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","YAKOVLEV","YAK-52","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","52YB","0","0","","","","1","PRIVATE PILOT","263","67","51",""
"20011018029479I","18-OCT-01","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","SAAB","340","B","AMERICAN EAGLE AIRLINES INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","244AE","0","0","","","","2","","","","",""
"20011120034739I","20-NOV-01","WORCESTER","MA","WORCESTER RGNL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEECH","BE-35","BE-35-M35","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","9836R","0","0","","","","1","PRIVATE PILOT","805","760","30",""
"20011130032479I","30-NOV-01","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","SAAB","340","B","AMERICAN EAGLE AIRLINES INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","266AE","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","13000","5579","121",""
"20011215036639I","15-DEC-01","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","AIRBUS","A319","110","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","757UW","0","0","","","","2","AIRLINE TRANSPORT","19203","1103","153",""
"20011229034199I","29-DEC-01","MANSFIELD","MA","MANSFIELD MUNI","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-210","CE-210-A","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","6676X","0","0","CONT","IO470E","O470","1","PRIVATE PILOT","850","600","20",""
"20020109000819I","09-JAN-02","NORWOOD","MA","NORWOOD MEMORIAL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEECH","BE-35","BE-35-J35","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","212DS","0","1","","","","1","PRIVATE PILOT","1200","849","77",""
"20020110000869I","10-JAN-02","NANTUCKET","MA","NANTUCKET MEMORIAL","INCIDENT","MINOR","FINAL APPROACH","CESSNA","CE-402","CE-402-C","HYANNIS AIR SERVICE INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","88833","0","0","","","","2","AIRLINE TRANSPORT","8363","4082","152",""
"20020114000829I","14-JAN-02","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","EMBRAER","ERJ-145","","CHAUTAUQUA AIRLINES INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","264SK","0","0","","","","2","","","","",""
"20020126002629I","26-JAN-02","LAWRENCE","MA","LAWRENCE MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-28R","PA-28R-180","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","9323J","0","0","LYC","O360*","O360","1","PRIVATE PILOT","179","67","11",""
"20020131001039I","31-JAN-02","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","EMBRAER","ERJ-145","","CHAUTAUQUA AIRLINES INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","265SK","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","2918","164","164",""
"20020209001049I","09-FEB-02","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","EMBRAER","ERJ-135","LR","AMERICAN EAGLE AIRLINES INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","725AE","0","0","","","","2","","","","",""
"20020209035819I","09-FEB-02","PROVINCETOWN","MA","PROVINCETOWN MUNI","INCIDENT","MINOR","NORMAL CRUISE","CESSNA","CE-402","CE-402-C","HYANNIS AIR SERVICE INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR TAXI/COMMUTER","UNKNOWN","524CA","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","9365","2965","64",""
"20020327005059I","27-MAR-02","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","EMBRAER","ERJ-135","LR","AMERICAN EAGLE AIRLINES INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","702AE","0","0","","","","2","","","","",""
"20020331004879I","31-MAR-02","GREAT BARRINGTON","MA","WALTER J. KOLADZA","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-182","CE-182-R","","PERSONAL","GENERAL OPERATING RULES","","42GV","0","0","","","","1","PRIVATE PILOT","900","400","25",""
"20020402005509I","02-APR-02","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","RAYTHEON","1900","C-1","COLGAN AIR INC","AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK)","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","119CJ","0","0","PWA","PT6A65B","PT6","2","AIRLINE TRANSPORT","9000","1935","181",""
"20020407004869I","07-APR-02","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-402","CE-402-C","HYANNIS AIR SERVICE INC","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","","618CA","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","5955","540","166",""
"20020416007909I","16-APR-02","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","CESSNA","CE-340","CE-340-A","SHUTTLE AMERICA CORPORATION","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","","43SZ","0","0","","","","2","","","","",""
"20020519009899I","19-MAY-02","TAUNTON","MA","TAUNTON MUNI - KING FIELD","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","PIPER","PA-28","PA-28-161","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","81888","0","0","LYC","O320D2G","O320","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4000","3500","60",""
"20020614015849I","14-JUN-02","MARTHAS VINEYARD","MA","MARTHAS VINEYARD","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","JETSTREAM-BAE SYSTEMS","JETSTREAM 31-S31","T.1-T.2","BOSTON-MAINE AIRWAYS CORP","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","536PA","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","10000","3000","125",""
"20020621019419I","21-JUN-02","LAWRENCE","MA","LAWRENCE MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-23","BE-23-C23","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","6718Z","0","0","","","","1","PRIVATE PILOT","152","25","3",""
"20020713028499I","13-JUL-02","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","BOEING","777","","BRITISH AIRWAYS","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","GVIIY","0","0","","","","2","","","","",""
"20020818026979I","18-AUG-02","NORWOOD","MA","NORWOOD MEMORIAL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","RAYTHEON","RA-390","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","719L","0","0","","","","2","PRIVATE PILOT","1666","97","",""
"20020825024069I","25-AUG-02","FITCHBURG","MA","FITCHBURG MUNI","INCIDENT","MINOR","FORCED/PRECAUTIONARY LANDING","BEDE","BD5","B","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","15PZ","0","0","","","","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","4500","100","10",""
"20020825025509I","25-AUG-02","MARLBORO","MA","MARLBORO","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","MOONEY","M-20","M-20-F","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","9734M","0","0","CONT","IO360B","O360","1","COMMERCIAL PILOT","1300","800","30",""
"20020827025499I","27-AUG-02","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MOONEY","M-20","M-20-S","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","57DM","0","0","","","","1","PRIVATE PILOT","2500","1500","40",""
"20020909025549I","09-SEP-02","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","EMBRAER","ERJ-135","LR","AMERICAN EAGLE AIRLINES INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","702AE","0","0","","","","2","AIRLINE TRANSPORT","7936","394","230",""
"20020910025279I","10-SEP-02","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","BOEING","737","300","FRONTIER AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","EICHH","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","17700","2750","195",""
"20020910025719I","10-SEP-02","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","GULFSTREAM AEROSPACE","GULFSTREAM V","","","EXECUTIVE","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","73RP","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","8600","263","60",""
"20020923028509I","23-SEP-02","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","FINAL APPROACH","FAIRCHILD-DORNIER","328","300","INDEPENDENCE AIR INC","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","415FJ","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","5100","175","154",""
"20021006028539I","06-OCT-02","CHATHAM","MA","CHATHAM MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-310","CE-310-R","BYRNE, DONALD A","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","UNKNOWN","8EA","0","0","","","","2","AIRLINE TRANSPORT","25000","2000","60",""
"20021019030979I","19-OCT-02","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","BOEING","767","200","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","607UA","0","0","PWA","JT9*","JT9","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","12000","720","160",""
"20021027029099I","27-OCT-02","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","","TAKEOFF GROUND ROLL","PIPER","PA-28","PA-28-161","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","3021C","0","0","LYC","O320D3G","O320","1","PRIVATE PILOT","105","6","37",""
"20021101030829I","01-NOV-02","LAWRENCE","MA","LAWRENCE MUNI","INCIDENT","MINOR","HOVERING","ROBSIN","R-22","R-22-BETA","","INSTRUCTION","GENERAL OPERATING RULES","UNKNOWN","221DD","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","1500","900","175",""
"20021105030749I","05-NOV-02","NORWOOD","MA","NORWOOD MEMORIAL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-46","PA-46-310P","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","107PM","0","0","","","","1","PRIVATE PILOT","1899","494","105",""
"20021126032039I","26-NOV-02","BERKLEY","MA","MYRICKS","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-36","","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","116CA","0","0","","","","1","COMMERCIAL PILOT","4800","3000","10",""
"20021126034759I","26-NOV-02","NORWOOD","MA","NORWOOD MEMORIAL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","BEECH","BE-23","BE-23-C24R","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","6598C","0","0","","","","1","PRIVATE PILOT","2920","2400","20",""
"20021226035349I","26-DEC-02","GARDNER","MA","GARDNER MUNI","INCIDENT","MINOR","TAKEOFF GROUND ROLL","PIPER","PA-32","PA-32-RT300T","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","36201","0","0","","","","1","PRIVATE PILOT","1369","600","27",""
"20030115000539I","15-JAN-03","BEDFORD","MA","LAURENCE G HANSCOM FLD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-28R","PA-28R-201","","PERSONAL","GENERAL OPERATING RULES","UNKNOWN","173ND","0","0","LYC","IO360C1C6","O360","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","","","",""
