,AIDS Report Number,Event City,Aircraft Make,Aircraft Model,Primary Flight Type,Flight Conduct Code,Flight Plan Filed Code,Total Fatalities,Total Injuries,PIC Certificate Type,PIC Flight Time Total Hrs,PIC Flight Time Total Make-Model
2936,20001221025049I,WHITEFIELD,CESSNA,CE-336,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,300.0,2.0
2937,20010112000199I,ALTON BAY,CESSNA,CE-182,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,175.0,15.0
2938,20010224003569I,NASHUA,GROB,GROB-G109,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1193.0,122.0
2939,20010317003579I,HILLSBORO,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1100.0,200.0
2940,20010329004969I,PORTSMOUTH,AGUSTA,AGUSTA-A109,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,0,0,AIRLINE TRANSPORT,7000.0,2000.0
2941,20010415007089I,CLAREMONT,LUSCMB,LL-8,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,237.0,38.0
2942,20010602013449I,LACONIA,AVIAT,AVIAT-A,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,2300.0,400.0
2943,20010609011329I,WHITEFIELD,CESSNA,CE-180,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT,4168.0,479.0
2944,20010730018209I,LACONIA,CESSNA,CE-172,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,0,0,STUDENT,69.0,69.0
2945,20010731018199I,WOLFEBORO,BEECH,BE-55,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,1950.0,900.0
2946,20010826025009I,GILFORD,ZENITH,STOL CH701,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,790.0,77.0
2947,20010901023699I,MOULTONBORO,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,447.0,48.0
2948,20011016027409I,NASHUA,ZENAIR,Z-CH2000,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,0,0,STUDENT,1.0,1.0
2949,20020507009549I,PORTSMOUTH,PIPER,PA-34,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT,1000.0,75.0
2950,20020717016009I,HAMPTON,AERMOT,AMT-200,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT,3000.0,100.0
2951,20020825024689I,NEWINGTON,TCRAFT,BC,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PILOT NOT CERTIFICATED,2824.522308892356,547.8739469578783
2952,20020920028529I,NORTHWOOD,LAKE,LA-4,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,410.0,150.0
2953,20021006028519I,NASHUA,BEECH,BE-200,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,720.0,360.0
2954,20021015030229I,NASHUA,GROB,GROB-G109,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,187.0,14.0
2955,20030210002189I,NASHUA,PIPER,PA-34,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,,2824.522308892356,547.8739469578783
2956,20030309006449I,KEENE,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,27580.0,5000.0
2957,20031229033299I,MANCHESTER,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,84.0,81.0
2958,20040124019609I,MOULTONBORO,MOONEY,M-20,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,2824.522308892356,547.8739469578783
2959,20040630017239I,MANCHESTER,AIRBUS,A319,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,17180.0,3647.0
2960,20040809016629I,LACONIA,PIPER,PA-46,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,2,PRIVATE PILOT,810.0,547.8739469578783
2961,20041031027369I,LACONIA,CESSNA,CE-140,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT,1800.0,250.0
2962,20050205001779I,CONCORD,GULSTM,GA-114,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,1016.0,988.0
2963,20050306003409I,NASHUA,STNSON,SR-108,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,800.0,400.0
2964,20050319003389I,MOULTONBORO,BLANCA,BL-7,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,1647.0,1250.0
2965,20050605013029I,,MSQUARED,SPRINT 1000,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,1500.0,1.0
2966,20050808017609I,,KITFOX,KITFOX,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1615.0,15.0
2967,20051231031029I,PORTSMOUTH,PIPER,PA-60,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,2200.0,1800.0
2968,20060409011199I,WAKEFIELD,AVIAT,AVIAT-A,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,1,PRIVATE PILOT,1000.0,250.0
2969,20060817020999I,NASHUA,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2875.0,760.0
2970,20060831022089I,LACONIA,QCKSLV,GT-500,OTHER,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2200.0,80.0
2971,20070208001469I,MANCHESTER,DE HAVILLAND-BOMBARDIER,DASH 8,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,,2824.522308892356,547.8739469578783
2972,20070314004799I,NASHUA,YAKOVLEV,YAK-52,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,520.0,100.0
2973,20070421020209I,PORTSMOUTH,PIPER,PA-24,OTHER,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,1671.0,1671.0
2974,20070527014399I,LEBANON,RAYTHEON,1900,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,,2824.522308892356,547.8739469578783
2975,20070714014419I,MANCHESTER,EMBRAER,ERJ-145,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,,2824.522308892356,547.8739469578783
2976,20070826830649I,WHITEFIELD,PIPER,PA-32,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3100.0,300.0
2977,20080108011209I,HILLSBORO,BLANCA,BL-7,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,2500.0,90.0
2978,20080130011699I,MANCHESTER,CESSNA,CE-208,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NONE,0,0,PILOT NOT CERTIFICATED,2824.522308892356,547.8739469578783
2979,20080511846589I,WOODSTOCK,CESSNA,CE-172,,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,1200.0,300.0
2980,20080614842959I,LEBANON,WACO,WACO-UPF,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3000.0,1500.0
2981,20080630842949I,ROCHESTER,BEECH,BE-95,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,AIRLINE TRANSPORT,26000.0,200.0
2982,20080717843179I,NASHUA,PIPER,PA-23,,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT,238.0,3.0
2983,20090404004429I,PORTSMOUTH,BEECH,BE-36,,GENERAL OPERATING RULES,UNKNOWN,0,0,PRIVATE PILOT,2824.522308892356,547.8739469578783
2984,20090606010129I,LACONIA,DASSAULT AVIATION,FALCON 900,,GENERAL OPERATING RULES,UNKNOWN,0,0,AIRLINE TRANSPORT,13000.0,70.0
2985,20090816025499I,KEENE,POBEREZNY,1,,GENERAL OPERATING RULES,,0,0,,2824.522308892356,547.8739469578783
2986,20090905025879I,ROCHESTER,CHAMP,CHAMP-7,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,2120.0,1400.0
2987,20090921049719I,LITTLETON,CESSNA,CE-150,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,212.0,170.0
2988,20100429051149I,NASHUA,CESSNA,CE-172,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,510.0,205.0
2989,20100705046079I,MANCHESTER,LAKE,LA-4,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,1972.0,1856.0
2990,20100728046179I,MANCHESTER,CESSNA,CE-172,,GENERAL OPERATING RULES,,0,0,,457.0,547.8739469578783
2991,20100815049779I,LACONIA,LAKE,LA-4,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,792.0,100.0
2992,20100817051979I,NASHUA,BEECH,BE-36,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,9600.0,8000.0
2993,20100907048509I,LACONIA,PIPER,PA-23,,AIR TAXI/COMMUTER,,0,0,,2824.522308892356,547.8739469578783
2994,20110115002179I,PLYMOUTH,CESSNA,CE-170,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,1350.0,547.8739469578783
2995,20110206001639I,GILFORD,AVIAT,AVIAT-A,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT,16000.0,110.0
2996,20110511012279I,BRISTOL,CESSNA,CE-172,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,50.0,8.0
2997,20110709013239I,PORTSMOUTH,VANS,RV-4,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,1500.0,10.0
2998,20111211028559I,KEENE,PIPER,PA-28,,GENERAL OPERATING RULES,,0,0,STUDENT,90.0,90.0
2999,20111224028349I,KEENE,CESSNA,CE-150,,GENERAL OPERATING RULES,,0,0,STUDENT,61.0,46.0
3000,20120208001459I,KEENE,LAKE,LA-4,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,738.0,2.0
3001,20120526013439I,WOLFEBORO,WACO,WACO-UPF,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,1600.0,87.0
3002,20120715013501I,CONCORD,CESSNA,CITATION 550 II,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4890.0,1350.0
3003,20130505008809I,WEST LEBANON,CESSNA,CE-172,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,133.0,132.0
3004,20130515008749I,MANCHESTER,EMBRAER,ERJ-145,,AIR CARRIER/COMMERCIAL,,0,0,,2824.522308892356,547.8739469578783
3005,20130621021979I,HAMPSTEAD,CAMERON,,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,2824.522308892356,180.0
3006,20130706017249I,FRANCONIA,LET,LEARJET 23,,GENERAL OPERATING RULES,,0,0,,2824.522308892356,547.8739469578783
3007,20130811016969I,NEWPORT,CESSNA,CE-172,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,25000.0,1800.0
3008,20130816024109I,ROCHESTER,CESSNA,CE-150,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,2824.522308892356,547.8739469578783
3009,20130830016809I,NASHUA,PIPER,PA-44,,GENERAL OPERATING RULES,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,3240.0,263.0
3010,20131014024129I,NEWPORT,PIPER,PA-28,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,817.0,678.0
3011,20131207024159I,MANCHESTER,PIPER,PA-32,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,1947.0,1933.0
3012,20140308003799I,ALTON BAY,,,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,87.0,87.0
3013,20140310003509I,ALTON BAY,CIRRUS,CIRRUS-SR,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,1711.0,270.0
3014,20140628013539I,WHITEFIELD,AERONCA,AR-7,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,13000.0,400.0
3015,20141003017769I,FRANCONIA,PIPER,PA-25,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,685.0,161.0
3016,20150303001759I,ALTON BAY,GULSTM,GA-AA,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,2016.0,2016.0
3017,20151127018861I,PORTSMOUTH,PIPER,PA-32,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,622.0,78.0
3018,20160212002989I,BERLIN,CESSNA,CE-560,,AIR TAXI/COMMUTER,,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,12716.0,2192.0
3019,20160531008449I,,,,,GENERAL OPERATING RULES,,0,1,AIRLINE TRANSPORT,12000.0,50.0
3020,20160712016529I,PLYMOUTH,,,,GENERAL OPERATING RULES,,0,1,,247.0,547.8739469578783
3021,20160909017049I,WHITEFIELD,CESSNA,CE-177,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,2289.0,1780.0
3022,20161114022759I,TWIN MOUNTAIN,MAULE,M-7,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,180.0,547.8739469578783
3023,20170111015699I,MOULTONBORO,BEECH,BE-58,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,5333.0,1000.0
3024,20170120005469I,NASHUA,BEECH,BE-95,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,6000.0,547.8739469578783
3025,20170219007439I,LACONIA,VANS,,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,468.0,151.0
3026,20170225017219I,HAMPTON,,,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,480.0,547.8739469578783
3027,20170503005989I,CLAREMONT,CESSNA,CE-210,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,2247.0,547.8739469578783
3028,20170616021639I,PORTSMOUTH,PIPER,PA-31,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5558.0,665.0
3029,20170723023609I,SWANZEY,,,,GENERAL OPERATING RULES,,0,0,,59.0,37.0
3030,20170825017379I,MANCHESTER,CESSNA,CE-421,,GENERAL OPERATING RULES,,0,0,,2824.522308892356,547.8739469578783
3031,20171001016099I,NASHUA,BEECH,BE-35,,GENERAL OPERATING RULES,,0,0,COMMERCIAL PILOT,4800.0,2700.0
3032,20180219002839I,NASHUA,PIPER,PA-28,,PILOT SCHOOLS,,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2360.0,100.0
3033,20180221002999I,NASHUA,GULSTM,GA-AA,,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,379.0,285.0
3034,19780114003039I,WARREN,BEECH,BE-95,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,2000.0,400.0
3035,19780211007149I,LYNDONVILLE,CESSNA,CE-210,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,PRIVATE PILOT FLIGHT INSTRUCTOR,2284.0,262.0
3036,19780502031579I,BURLINGTON,BEECH,BE-35,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,520.0,347.0
3037,19780519034079I,CHELSEA,ERCO,ERCO-415,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,244.0,70.0
3038,19780525040409I,BURLINGTON,PIPER,PA-23,EXECUTIVE,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,8000.0,2500.0
3039,19780710043629I,BURLINGTON,BEECH,BE-35,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,536.0,363.0
3040,19780823047739I,BURLINGTON,BLANCA,BL-17,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,1400.0,1400.0
3041,19780826039179I,SPRINGFIELD,GULSTM,GA-AA,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,75.0,6.0
3042,19780909018659I,BERLIN,PIPER,PA-J3,OTHER,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,6900.0,150.0
3043,19780926028599I,DUMMERSTON,PIPER,PA-32,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,2824.522308892356,547.8739469578783
3044,19790103001919I,BURLINGTON,FAIRCHILD,FH-227,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
3045,19790115001629I,RUTLAND,BEECH,BE-33,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,661.0,542.0
3046,19790519027239I,MONTPELIER,BLANCA,BL-17,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,350.0,30.0
3047,19790728012619I,BURLINGTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,DEFENSE VISUAL FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
3048,19790820032299I,BURLINGTON,BAC-BAE SYSTEMS,ONE-ELEVEN,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
3049,19790923050609I,BURLINGTON,FAIRCHILD,FH-227,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
3050,19791116055719I,BURLINGTON,FAIRCHILD,FH-227,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
3051,19791221048969I,BURLINGTON,BAC-BAE SYSTEMS,ONE-ELEVEN,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,19150.0,4200.0
3052,19800103000249I,LEMINGTON,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,236.0,171.0
3053,19800225027279I,DUMMERSTON,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,90.0,9.0
3054,19800718061479I,BURLINGTON,CESSNA,CE-185,PERSONAL,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,2300.0,15.0
3055,19800810077019I,BURLINGTON,CESSNA,CE-170,PERSONAL,GENERAL OPERATING RULES,,0,0,PRIVATE PILOT,2824.522308892356,547.8739469578783
3056,19801116084229I,BURLINGTON,DE HAVILLAND-BOMBARDIER,DHC-6 TWIN OTTER,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,AIRLINE TRANSPORT,3357.0,1876.0
3057,19801129083609I,RUTLAND,PIPER,PA-34,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,UNKNOWN/FOREIGN,250.0,70.0
3058,19810214014489I,BURLINGTON,NAMER,NA-B25,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,4153.0,50.0
3059,19810216016229I,WINDHAM,BEECH,BE-23,BUSINESS,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,COMMERCIAL PILOT,1750.0,73.0
3060,19810328024669I,BURLINGTON,PIPER,PA-24,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NONE,0,0,COMMERCIAL PILOT,8000.0,300.0
3061,19810708038999I,LONDONDERRY,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,2824.522308892356,547.8739469578783
3062,19810709078749I,BURLINGTON,BOWERS,FLYBABY,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,1346.0,547.8739469578783
3063,19820329013119I,LYNDONVILLE,GULSTM,GA-AA,BUSINESS,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,STUDENT,200.0,30.0
3064,19820703039029I,NORTH SPRINGFIELD,SCWZER,SGS-1,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,UNKNOWN/FOREIGN,34.0,34.0
3065,19820818053469I,ESSEX JUNCTION,CESSNA,CE-182,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,COMMERCIAL PILOT,9000.0,800.0
3066,19820912066139I,BURLINGTON,PIPER,PA-34,AIR TAXI (NON-SCHEDULED),GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1400.0,5.0
3067,19821017066129I,BURLINGTON,CESSNA,CE-182,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,540.0,500.0
3068,19830507029179I,SHELBURNE,BLANCA,BL-7,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,3000.0,500.0
3069,19830529032079I,BURLINGTON,PIPER,PA-31,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,1920.0,450.0
3070,19830710061699I,WARREN,,,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,2824.522308892356,547.8739469578783
3071,19830817062329I,BURLINGTON,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,100.0,90.0
3072,19831006072149I,BURLINGTON,RAYTHEON,99,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,5100.0,400.0
3073,19831031068879I,BURLINGTON,BOEING,737,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
3074,19831219075419I,BURLINGTON,PIPER,PA-34,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,1857.0,73.0
3075,19831223072649I,BURLINGTON,BOEING,737,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,4749.0,506.0
3076,19831230070049I,BURLINGTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,12500.0,7900.0
3077,19840305026149I,SAINT ALBANS BAY,CESSNA,CE-152,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,435.0,250.0
3078,19840313026939I,BURLINGTON,BEECH,BE-58,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,PRIVATE PILOT,2824.522308892356,637.0
3079,19840324026199I,WEST DOVER,GULSTM,GA-114,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,500.0,125.0
3080,19840708060049I,MIDDLEBURY,PIPER,PA-J3C,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,,1500.0,500.0
3081,19840713060169I,BERLIN,BEECH,BE-35,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,3215.0,118.0
3082,19840921063589I,BURLINGTON,BEECH,BE-23,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,175.0,30.0
3083,19840922050519I,BASIN HARBOR,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,1300.0,1300.0
3084,19841209073649I,BURLINGTON,CESSNA,CE-152,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,STUDENT,16.0,16.0
3085,19850331025239I,BURLINGTON,RAYTHEON,99,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,4700.0,1000.0
3086,19850405024299I,BURLINGTON,BEECH,BE-58,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,11600.0,1267.0
3087,19850421019999I,SHELBURNE,MAULE,M-5,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,11000.0,135.0
3088,19850429046559I,WILMINGTON,QUAD CITY,CHALLENGER II,PERSONAL,GENERAL OPERATING RULES,NONE,0,1,PRIVATE PILOT,65.0,61.0
3089,19850515033479I,MONTPELIER,MOONEY,M-20,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,120.0,35.0
3090,19850829065899I,BURLINGTON,CESSNA,CE-310,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,PRIVATE PILOT,2824.522308892356,200.0
3091,19860209023599I,BARRE,PIPER,PA-30,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,AIRLINE TRANSPORT,23800.0,1800.0
3092,19860330014949I,WEST DOVER,CESSNA,CE-210,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,300.0,300.0
3093,19860530038849I,SWANTON,BLANCA,BL-7,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,130.0,1.0
3094,19860613058029I,WATERFORD,GULSTM,GA-112,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,240.0,90.0
3095,19860628039009I,EDEN,CNTRAR,CNTRAR-101,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,250.0,185.0
3096,19860711050359I,BONDVILLE,CESSNA,CE-310,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
3097,19860711066109I,RUTLAND,MOONEY,M-20,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,0,0,COMMERCIAL PILOT,10000.0,500.0
3098,19861109075389I,GRAND ISLE,BLANCA,BL-7,PERSONAL,GENERAL OPERATING RULES,NONE,0,1,PRIVATE PILOT,473.0,196.0
3099,19861202077699I,BENNINGTON,GULSTM,GA-690,AIR TAXI (NON-SCHEDULED),GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,8000.0,420.0
